run_id,model_key,strategy,group,group_col,n,accuracy,precision_macro,recall_macro,f1_macro,f1_weighted,f1_micro,invalid_rate
qwen-0.8b_zero-shot,qwen-0.8b,zero-shot,"(10.0, 16.667]",question_words_bin,9,0.2222222222222222,0.07407407407407407,0.3333333333333333,0.12121212121212122,0.08080808080808081,0.2222222222222222,0.0
qwen-0.8b_zero-shot,qwen-0.8b,zero-shot,"(16.667, 76.0]",question_words_bin,10,0.5,0.48148148148148145,0.5,0.42735042735042733,0.37948717948717947,0.5,0.0
qwen-0.8b_zero-shot,qwen-0.8b,zero-shot,"(2.999, 10.0]",question_words_bin,11,0.36363636363636365,0.12121212121212122,0.3333333333333333,0.17777777777777778,0.19393939393939394,0.36363636363636365,0.0
qwen-0.8b_zero-shot,qwen-0.8b,zero-shot,"(305.0, 1220.0]",answer_words_bin,10,0.5,0.16666666666666666,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.5,0.0
qwen-0.8b_zero-shot,qwen-0.8b,zero-shot,"(5.999, 65.667]",answer_words_bin,10,0.2,0.06666666666666667,0.3333333333333333,0.1111111111111111,0.06666666666666667,0.2,0.0
qwen-0.8b_zero-shot,qwen-0.8b,zero-shot,"(65.667, 305.0]",answer_words_bin,10,0.4,0.4444444444444444,0.4166666666666667,0.3,0.31,0.4,0.0
qwen-0.8b_zero-shot,qwen-0.8b,zero-shot,"(321.667, 1246.0]",combined_words_bin,10,0.5,0.16666666666666666,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.5,0.0
qwen-0.8b_zero-shot,qwen-0.8b,zero-shot,"(75.0, 321.667]",combined_words_bin,10,0.4,0.4444444444444444,0.4166666666666667,0.3,0.31,0.4,0.0
qwen-0.8b_zero-shot,qwen-0.8b,zero-shot,"(9.999, 75.0]",combined_words_bin,10,0.2,0.06666666666666667,0.3333333333333333,0.1111111111111111,0.06666666666666667,0.2,0.0
qwen-0.8b_few-shot,qwen-0.8b,few-shot,"(10.0, 16.667]",question_words_bin,9,0.5555555555555556,0.3833333333333333,0.5333333333333333,0.41269841269841273,0.4973544973544974,0.5555555555555556,0.0
qwen-0.8b_few-shot,qwen-0.8b,few-shot,"(16.667, 76.0]",question_words_bin,10,0.4,0.25396825396825395,0.4166666666666667,0.3151515151515151,0.29818181818181816,0.4,0.0
